epoch,train_loss,train_acc,val_loss,val_acc,val_eer,time_sec
1,3.316897498236762,0.24014336917562723,3.3241493701934814,0.1935483870967742,0.253202897957513,5.231931209564209
2,3.1840756204393177,0.5663082437275986,3.242398738861084,0.3225806451612903,0.18446054420840552,2.185270309448242
3,3.108896361456977,0.6630824372759857,3.1519110202789307,0.45161290322580644,0.17548060524197395,2.1372268199920654
4,3.046533372667101,0.7491039426523297,3.073185920715332,0.5806451612903226,0.10283610531246733,2.148202896118164
5,2.985188881556193,0.7813620071684588,3.035191774368286,0.6129032258064516,0.16084755706547688,2.138606071472168
6,2.920744842953152,0.8315412186379928,2.996856451034546,0.7096774193548387,0.10441197203916701,2.2084875106811523
7,2.8543532689412436,0.8924731182795699,2.9795236587524414,0.5483870967741935,0.16782639542657551,2.205716133117676
8,2.792042944166395,0.8817204301075269,2.8863062858581543,0.7419354838709677,0.09603236325433535,2.1243367195129395
9,2.7319684293535023,0.9175627240143369,2.849975109100342,0.7096774193548387,0.09195512077096951,2.164321184158325
10,2.6690379513634577,0.9139784946236559,2.8039133548736572,0.8064516129032258,0.0979584225869683,2.1731674671173096
11,2.599565373526679,0.942652329749104,2.77085018157959,0.7741935483870968,0.1659253498515092,2.038273811340332
12,2.5350259145100913,0.96415770609319,2.668997287750244,0.7096774193548387,0.10218574761573412,2.1677043437957764
13,2.4809464613596597,0.956989247311828,2.7127773761749268,0.7741935483870968,0.09080448792290308,2.1472396850585938
14,2.422601328955756,0.9713261648745519,2.607131004333496,0.7741935483870968,0.10593781125073337,2.0525193214416504
15,2.352805640962389,0.978494623655914,2.591409921646118,0.8709677419354839,0.09165495568016957,2.174104928970337
16,2.2886264854007297,0.992831541218638,2.4932947158813477,0.8064516129032258,0.09080448792290308,2.1606295108795166
17,2.2274704774220786,0.982078853046595,2.5024664402008057,0.8064516129032258,0.09070443289263641,2.1017258167266846
18,2.1710164811876087,0.989247311827957,2.417012929916382,0.7741935483870968,0.17485526130280743,2.148744583129883
19,2.1184482309553356,0.989247311827957,2.3978073596954346,0.8064516129032258,0.09135479058936963,2.095745801925659
20,2.0443457232581244,0.985663082437276,2.4292306900024414,0.7096774193548387,0.10748866421986639,2.1532528400421143
21,1.9796806308958266,0.989247311827957,2.3076045513153076,0.8387096774193549,0.16597537736664253,2.1321988105773926
22,1.9228223032421536,0.996415770609319,2.2500131130218506,0.8709677419354839,0.09090454295316971,2.0779666900634766
23,1.8541607591840956,0.992831541218638,2.2553529739379883,0.8064516129032258,0.09040426780183648,2.1145853996276855
24,1.8034193250868056,0.992831541218638,2.2562637329101562,0.7096774193548387,0.0913798043469363,2.1517879962921143
25,1.7499661445617676,0.992831541218638,2.1545357704162598,0.9032258064516129,0.0905793641048031,2.133296251296997
26,1.6930530336168077,0.996415770609319,2.0994534492492676,0.8387096774193549,0.09085451543803638,2.0648646354675293
27,1.6269930203755696,1.0,2.046862840652466,0.8709677419354839,0.09127974931666963,2.0521581172943115
28,1.574113991525438,0.989247311827957,1.9974294900894165,0.9032258064516129,0.09022917149886985,2.1952521800994873
29,1.5007198121812608,1.0,1.964130163192749,0.8387096774193549,0.09147985937720293,2.1467676162719727
30,1.454124927520752,1.0,1.9402694702148438,0.8709677419354839,0.09077947416533641,2.1919379234313965
31,1.3988754616843329,1.0,1.9555375576019287,0.7741935483870968,0.09067941913506976,2.1959192752838135
32,1.3599218395021226,1.0,1.9166980981826782,0.8387096774193549,0.0905793641048031,2.205292224884033
33,1.3064695729149713,1.0,1.8484793901443481,0.8387096774193549,0.10618794882639998,2.060898780822754
34,1.2534531619813707,1.0,1.8224899768829346,0.8064516129032258,0.09060437786236977,2.1878855228424072
35,1.2028537326388888,1.0,1.743134617805481,0.8709677419354839,0.18228434730010595,2.122617244720459
36,1.1489180591371324,1.0,1.7338075637817383,0.8709677419354839,0.09115468052883632,2.446065902709961
37,1.0999640623728435,1.0,1.7075697183609009,0.8709677419354839,0.0915048731347696,2.2845425605773926
38,1.054431504673428,1.0,1.701098084449768,0.8387096774193549,0.16637559748770914,2.385805368423462
39,1.009608440928989,1.0,1.685136079788208,0.8064516129032258,0.09090454295316971,2.393101453781128
40,0.9864881965849135,1.0,1.6004921197891235,0.8064516129032258,0.15909659403581058,2.3779165744781494
